Region,Ankuenfte,Uebernachtungen,Aufenthaltslaenge_mean,Sequence
Ausland,1385,3387,2.4,1609
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,1609
Deutschland ,502900,1663264,3.3,1610
Ausland,66228,171326,2.6,1610
BW,81041,249556,3.1,1610
Deutschland ,61651,203213,3.3,1610
Ausland,19390,46343,2.4,1610
BY,107815,325396,3.0,1610
Deutschland ,98550,301960,3.1,1610
Ausland,9265,23436,2.5,1610
BE,1896,8388,4.4,1610
Deutschland ,1616,6921,4.3,1610
Ausland,280,1467,5.2,1610
BR,15292,51181,3.3,1610
Deutschland ,14692,49617,3.4,1610
Ausland,600,1564,2.6,1610
HB,1751,5807,3.3,1610
Deutschland ,1518,5454,3.6,1610
Ausland,233,353,1.5,1610
HH,6359,12801,2.0,1610
Deutschland ,,,,1610
Ausland,,,,1610
HE,24676,59957,2.4,1610
Deutschland ,22896,56433,2.5,1610
Ausland,1780,3524,2.0,1610
MV,41379,202652,4.9,1610
Deutschland ,40294,199983,5.0,1610
Ausland,1085,2669,2.5,1610
NI,85523,304274,3.6,1610
Deutschland ,81152,292587,3.6,1610
Ausland,4371,11687,2.7,1610
NW,46959,122152,2.6,1610
Deutschland ,39456,105870,2.7,1610
Ausland,7503,16282,2.2,1610
RP,76378,230682,3.0,1610
Deutschland ,59366,177275,3.0,1610
Ausland,17012,53407,3.1,1610
SL,1793,4868,2.7,1610
Deutschland ,,,,1610
Ausland,,,,1610
SN,9557,36993,3.9,1610
Deutschland ,9193,36080,3.9,1610
Ausland,364,913,2.5,1610
ST,7127,22790,3.2,1610
Deutschland ,6816,22107,3.2,1610
Ausland,311,683,2.2,1610
Schleswig Holstein,55003,178627,3.2,1610
Deutschland ,51918,171702,3.3,1610
Ausland,3085,6925,2.2,1610
TH,6579,18466,2.8,1610
Deutschland ,6317,17907,2.8,1610
Ausland,262,559,2.1,1610
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,1610
Deutschland ,80055,228358,2.9,1611
Ausland,10453,25963,2.5,1611
BW,14997,50071,3.3,1611
Deutschland ,11902,42102,3.5,1611
Ausland,3095,7969,2.6,1611
BY,16773,60279,3.6,1611
Deutschland ,15326,56530,3.7,1611
Ausland,1447,3749,2.6,1611
BE,363,1890,5.2,1611
Deutschland ,307,1637,5.3,1611
Ausland,56,253,4.5,1611
BR,1307,3682,2.8,1611
Deutschland ,,,,1611
Ausland,,,,1611
HB,1149,4081,3.6,1611
Deutschland ,1076,3896,3.6,1611
Ausland,73,185,2.5,1611
HH,2865,3740,1.3,1611
Deutschland ,,,,1611
Ausland,,,,1611
HE,4577,12651,2.8,1611
Deutschland ,4322,12137,2.8,1611
Ausland,255,514,2.0,1611
MV,2427,8058,3.3,1611
Deutschland ,2377,7944,3.3,1611
Ausland,50,114,2.3,1611
NI,12637,38322,3.0,1611
Deutschland ,11953,35842,3.0,1611
Ausland,684,2480,3.6,1611
NW,14972,31862,2.1,1611
Deutschland ,12350,26536,2.1,1611
Ausland,2622,5326,2.0,1611
RP,8274,16725,2.0,1611
Deutschland ,6979,13332,1.9,1611
Ausland,1295,3393,2.6,1611
SL,260,476,1.8,1611
Deutschland ,219,405,1.8,1611
Ausland,41,71,1.7,1611
SN,852,2835,3.3,1611
Deutschland ,793,2733,3.4,1611
Ausland,59,102,1.7,1611
ST,1116,3093,2.8,1611
Deutschland ,1088,3029,2.8,1611
Ausland,28,64,2.3,1611
Schleswig Holstein,7224,14420,2.0,1611
Deutschland ,6629,13143,2.0,1611
Ausland,595,1277,2.1,1611
TH,715,2136,3.0,1611
Deutschland ,697,2050,2.9,1611
Ausland,18,86,4.8,1611
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,1611
BRD,106242,323657,3.0,1612
Deutschland ,94945,297160,3.1,1612
Ausland,11297,26497,2.3,1612
BW,14524,47842,3.3,1612
Deutschland ,10634,39107,3.7,1612
Ausland,3890,8735,2.2,1612
BY,20418,83500,4.1,1612
Deutschland ,18674,78867,4.2,1612
Ausland,1744,4633,2.7,1612
BE,286,1442,5.0,1612
Deutschland ,241,1271,5.3,1612
Ausland,45,171,3.8,1612
BR,1408,3522,2.5,1612
Deutschland ,1348,3320,2.5,1612
Ausland,60,202,3.4,1612
HB,1528,5103,3.3,1612
Deutschland ,1381,,,1612
Ausland,147,,,1612
HH,,2939,,1612
Deutschland ,,,,1612
Ausland,,,,1612
HE,4372,13680,3.1,1612
Deutschland ,4189,13268,3.2,1612
Ausland,183,412,2.3,1612
MV,5670,21058,3.7,1612
Deutschland ,5616,20922,3.7,1612
Ausland,54,136,2.5,1612
NI,16516,53555,3.2,1612
Deutschland ,15953,51715,3.2,1612
Ausland,563,1840,3.3,1612
NW,16856,37702,2.2,1612
Deutschland ,13933,31470,2.3,1612
Ausland,2923,6232,2.1,1612
RP,6791,14158,2.1,1612
Deutschland ,5964,12508,2.1,1612
Ausland,827,1650,2.0,1612
SL,175,377,2.2,1612
Deutschland ,163,363,2.2,1612
Ausland,12,14,1.2,1612
SN,1176,4760,4.0,1612
Deutschland ,1068,4440,4.2,1612
Ausland,108,320,3.0,1612
ST,1313,4076,3.1,1612
Deutschland ,,,3.1,1612
Ausland,,,3.2,1612
Schleswig Holstein,12341,27437,2.2,1612
Deutschland ,11723,26017,2.2,1612
Ausland,618,1420,2.3,1612
TH,658,2506,3.8,1612
Deutschland ,646,2472,3.8,1612
Ausland,12,34,2.8,1612
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,1612
Deutschland ,60181,223582,3.7,1701
Ausland,5915,16898,2.9,1701
BW,11398,46683,4.1,1701
Deutschland ,9534,40873,4.3,1701
Ausland,1864,5810,3.1,1701
BY,17247,83564,4.8,1701
Deutschland ,16027,79600,5.0,1701
Ausland,1220,3964,3.2,1701
BE,128,942,7.4,1701
Deutschland ,119,896,7.5,1701
Ausland,9,46,5.1,1701
BR,821,2239,2.7,1701
Deutschland ,,,,1701
Ausland,,,,1701
HB,434,2328,5.4,1701
Deutschland ,,,,1701
Ausland,,,,1701
HH,,1568,,1701
Deutschland ,,,,1701
Ausland,,,,1701
HE,2884,9072,3.1,1701
Deutschland ,2754,8785,3.2,1701
Ausland,130,287,2.2,1701
MV,1449,7100,4.9,1701
Deutschland ,1423,7051,5.0,1701
Ausland,26,49,1.9,1701
NI,9724,36429,3.7,1701
Deutschland ,9330,35199,3.8,1701
Ausland,394,1230,3.1,1701
NW,10288,25284,2.5,1701
Deutschland ,8756,21698,2.5,1701
Ausland,1532,3586,2.3,1701
RP,3153,6776,2.1,1701
Deutschland ,2752,5894,2.1,1701
Ausland,401,882,2.2,1701
SL,,255,,1701
Deutschland ,,,,1701
Ausland,,,,1701
SN,341,2001,5.9,1701
Deutschland ,,,,1701
Ausland,,,,1701
ST,678,2396,3.5,1701
Deutschland ,658,2321,3.5,1701
Ausland,20,75,3.8,1701
Schleswig Holstein,5663,12242,2.2,1701
Deutschland ,5467,11714,2.1,1701
Ausland,196,528,2.7,1701
TH,610,1601,2.6,1701
Deutschland ,605,1584,2.6,1701
Ausland,5,17,3.4,1701
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,1701
BRD,69094,209582,3.0,1702
Deutschland ,62064,189859,3.1,1702
Ausland,7030,19723,2.8,1702
BW,9385,33413,3.6,1702
Deutschland ,7756,28559,3.7,1702
Ausland,1629,4854,3.0,1702
BY,18409,69678,3.8,1702
Deutschland ,16818,64470,3.8,1702
Ausland,1591,5208,3.3,1702
BE,126,832,6.6,1702
Deutschland ,104,733,7.0,1702
Ausland,22,99,4.5,1702
BR,966,2483,2.6,1702
Deutschland ,895,2234,2.5,1702
Ausland,71,249,3.5,1702
HB,839,2597,3.1,1702
Deutschland ,,2508,3.1,1702
Ausland,,89,2.2,1702
HH,,1810,,1702
Deutschland ,,,,1702
Ausland,,,,1702
HE,3526,9208,2.6,1702
Deutschland ,3281,8735,2.7,1702
Ausland,245,473,1.9,1702
MV,1399,4207,3.0,1702
Deutschland ,1373,4149,3.0,1702
Ausland,26,58,2.2,1702
NI,9353,32234,3.4,1702
Deutschland ,8876,30505,3.4,1702
Ausland,477,1729,3.6,1702
NW,11727,26054,2.2,1702
Deutschland ,9787,21221,2.2,1702
Ausland,1940,4833,2.5,1702
RP,6002,12828,2.1,1702
Deutschland ,5331,11439,2.1,1702
Ausland,671,1389,2.1,1702
SL,,240,2.1,1702
Deutschland ,,192,1.9,1702
Ausland,,48,3.4,1702
SN,375,1573,4.2,1702
Deutschland ,353,1547,4.4,1702
Ausland,22,26,1.2,1702
ST,515,1409,2.7,1702
Deutschland ,481,,,1702
Ausland,34,,,1702
Schleswig Holstein,4206,9023,2.1,1702
Deutschland ,4000,8492,2.1,1702
Ausland,206,531,2.6,1702
TH,698,1993,2.9,1702
Deutschland ,684,1974,2.9,1702
Ausland,14,19,1.4,1702
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,1702
Deutschland ,148949,374113,2.5,1703
Ausland,14548,34998,2.4,1703
BW,22279,67982,3.1,1703
Deutschland ,18359,57616,3.1,1703
Ausland,3920,10366,2.6,1703
BY,31148,89635,2.9,1703
Deutschland ,29395,84705,2.9,1703
Ausland,1753,4930,2.8,1703
BE,423,1951,4.6,1703
Deutschland ,361,1725,4.8,1703
Ausland,62,226,3.6,1703
BR,1906,5253,2.8,1703
Deutschland ,1839,5088,2.8,1703
Ausland,67,165,2.5,1703
HB,1357,3633,2.7,1703
Deutschland ,,,,1703
Ausland,,,,1703
HH,2940,3639,1.2,1703
Deutschland ,,,,1703
Ausland,,,,1703
HE,9584,23101,2.4,1703
Deutschland ,8946,21653,2.4,1703
Ausland,638,1448,2.3,1703
MV,7239,20197,2.8,1703
Deutschland ,7116,19936,2.8,1703
Ausland,123,261,2.1,1703
NI,25502,69372,2.7,1703
Deutschland ,24338,66341,2.7,1703
Ausland,1164,3031,2.6,1703
NW,22964,45913,2.0,1703
Deutschland ,19506,39101,2.0,1703
Ausland,3458,6812,2.0,1703
RP,17538,33575,1.9,1703
Deutschland ,15239,27954,1.8,1703
Ausland,2299,5621,2.4,1703
SL,421,874,2.1,1703
Deutschland ,376,791,2.1,1703
Ausland,45,83,1.8,1703
SN,1598,4297,2.7,1703
Deutschland ,1538,4153,2.7,1703
Ausland,60,144,2.4,1703
ST,2157,4840,2.2,1703
Deutschland ,2093,4663,2.2,1703
Ausland,64,177,2.8,1703
Schleswig Holstein,15068,31515,2.1,1703
Deutschland ,14366,30172,2.1,1703
Ausland,702,1343,1.9,1703
TH,1373,3334,2.4,1703
Deutschland ,1341,3264,2.4,1703
Ausland,32,70,2.2,1703
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,1703
Deutschland ,580995,1849190,3.2,1704
Ausland,85182,209087,2.5,1704
BW,99698,293814,2.9,1704
Deutschland ,76659,237794,3.1,1704
Ausland,23039,56020,2.4,1704
BY,104233,312673,3.0,1704
Deutschland ,91358,286465,3.1,1704
Ausland,12875,26208,2.0,1704
BE,1660,8267,5.0,1704
Deutschland ,1332,6388,4.8,1704
Ausland,328,1879,5.7,1704
BR,19185,60351,3.1,1704
Deutschland ,18044,56185,3.1,1704
Ausland,1141,4166,3.7,1704
HB,3403,7929,2.3,1704
Deutschland ,2717,7081,2.6,1704
Ausland,686,848,1.2,1704
HH,5901,13499,2.3,1704
Deutschland ,5415,12405,2.3,1704
Ausland,486,1094,2.3,1704
HE,29250,75994,2.6,1704
Deutschland ,26558,70480,2.7,1704
Ausland,2692,5514,2.0,1704
MV,48600,184562,3.8,1704
Deutschland ,46508,178555,3.8,1704
Ausland,2092,6007,2.9,1704
NI,117242,422117,3.6,1704
Deutschland ,110451,404266,3.7,1704
Ausland,6791,17851,2.6,1704
NW,57476,155762,2.7,1704
Deutschland ,48616,136039,2.8,1704
Ausland,8860,19723,2.2,1704
RP,73830,194238,2.6,1704
Deutschland ,55766,141941,2.5,1704
Ausland,18064,52297,2.9,1704
SL,3771,10331,2.7,1704
Deutschland ,3394,9579,2.8,1704
Ausland,377,752,2.0,1704
SN,11289,39199,3.5,1704
Deutschland ,10636,37678,3.5,1704
Ausland,653,1521,2.3,1704
ST,8829,23447,2.7,1704
Deutschland ,8315,22358,2.7,1704
Ausland,514,1089,2.1,1704
Schleswig Holstein,74570,234754,3.1,1704
Deutschland ,68334,222097,3.3,1704
Ausland,6236,12657,2.0,1704
TH,7240,21340,2.9,1704
Deutschland ,6892,19879,2.9,1704
Ausland,348,1461,4.2,1704
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,1704
Deutschland ,875986,2640204,3.0,1705
Ausland,138899,355301,2.6,1705
BW,124046,354070,2.9,1705
Deutschland ,92454,273675,3.0,1705
Ausland,31592,80395,2.5,1705
BY,164210,456634,2.8,1705
Deutschland ,139232,402897,2.9,1705
Ausland,24978,53737,2.2,1705
BE,3514,12458,3.5,1705
Deutschland ,2769,9830,3.6,1705
Ausland,745,2628,3.5,1705
BR,44113,121679,2.8,1705
Deutschland ,40599,112719,2.8,1705
Ausland,3514,8960,2.5,1705
HB,3979,9317,2.3,1705
Deutschland ,3127,7929,2.5,1705
Ausland,852,1388,1.6,1705
HH,7900,16211,2.1,1705
Deutschland ,7133,14532,2.0,1705
Ausland,767,1679,2.2,1705
HE,52543,130749,2.5,1705
Deutschland ,47214,118409,2.5,1705
Ausland,5329,12340,2.3,1705
MV,99998,339564,3.4,1705
Deutschland ,95501,327996,3.4,1705
Ausland,4497,11568,2.6,1705
NI,150814,518916,3.4,1705
Deutschland ,139069,487974,3.5,1705
Ausland,11745,30942,2.6,1705
NW,82036,209103,2.5,1705
Deutschland ,69295,178477,2.6,1705
Ausland,12741,30626,2.4,1705
RP,101499,289305,2.9,1705
Deutschland ,72602,200070,2.8,1705
Ausland,28897,89235,3.1,1705
SL,5520,13412,2.4,1705
Deutschland ,4680,11483,2.5,1705
Ausland,840,1929,2.3,1705
SN,25341,81476,3.2,1705
Deutschland ,23517,76512,3.3,1705
Ausland,1824,4964,2.7,1705
ST,21486,54014,2.5,1705
Deutschland ,19758,49757,2.5,1705
Ausland,1728,4257,2.5,1705
Schleswig Holstein,111548,343584,3.1,1705
Deutschland ,103955,326490,3.1,1705
Ausland,7593,17094,2.3,1705
TH,16338,45013,2.8,1705
Deutschland ,15081,41454,2.7,1705
Ausland,1257,3559,2.8,1705
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,1705
Deutschland ,1381452,4439834,3.2,1706
Ausland,237139,604975,2.6,1706
BW,206889,639281,3.1,1706
Deutschland ,157570,510697,3.2,1706
Ausland,49319,128584,2.6,1706
BY,307625,910536,3.0,1706
Deutschland ,256950,805367,3.1,1706
Ausland,50675,105169,2.1,1706
BE,4885,17332,3.5,1706
Deutschland ,3837,12845,3.3,1706
Ausland,1048,4487,4.3,1706
BR,67526,194489,2.9,1706
Deutschland ,62531,182498,2.9,1706
Ausland,4995,11991,2.4,1706
HB,4118,10564,2.6,1706
Deutschland ,3081,8772,2.8,1706
Ausland,1037,1792,1.7,1706
HH,9343,19676,2.1,1706
Deutschland ,7849,16763,2.1,1706
Ausland,1494,2913,1.9,1706
HE,97305,236102,2.4,1706
Deutschland ,86088,208779,2.4,1706
Ausland,11217,27323,2.4,1706
MV,173621,730069,4.2,1706
Deutschland ,161720,694368,4.3,1706
Ausland,11901,35701,3.0,1706
NI,210570,718305,3.4,1706
Deutschland ,188637,658205,3.5,1706
Ausland,21933,60100,2.7,1706
NW,118955,307890,2.6,1706
Deutschland ,101652,264959,2.6,1706
Ausland,17303,42931,2.5,1706
RP,142547,406157,2.8,1706
Deutschland ,102332,282966,2.8,1706
Ausland,40215,123191,3.1,1706
SL,9330,22976,2.5,1706
Deutschland ,8260,20421,2.5,1706
Ausland,1070,2555,2.4,1706
SN,46308,134230,2.9,1706
Deutschland ,41004,118567,2.9,1706
Ausland,5304,15663,3.0,1706
ST,33022,76219,2.3,1706
Deutschland ,29964,69246,2.3,1706
Ausland,3058,6973,2.3,1706
Schleswig Holstein,156611,544028,3.5,1706
Deutschland ,142868,515693,3.6,1706
Ausland,13743,28335,2.1,1706
TH,29936,76955,2.6,1706
Deutschland ,27109,69688,2.6,1706
Ausland,2827,7267,2.6,1706
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,1706
Deutschland ,1573066,5987137,3.8,1707
Ausland,452350,1189718,2.6,1707
BW,258795,780245,3.0,1707
Deutschland ,166187,519850,3.1,1707
Ausland,92608,260395,2.8,1707
BY,407203,1139875,2.8,1707
Deutschland ,291375,905847,3.1,1707
Ausland,115828,234028,2.0,1707
BE,7065,26378,3.7,1707
Deutschland ,4478,15325,3.4,1707
Ausland,2587,11053,4.3,1707
BR,86862,303871,3.5,1707
Deutschland ,75210,275249,3.7,1707
Ausland,11652,28622,2.5,1707
HB,5438,11941,2.2,1707
Deutschland ,3340,8497,2.5,1707
Ausland,2098,3444,1.6,1707
HH,12232,27305,2.2,1707
Deutschland ,8847,19819,2.2,1707
Ausland,3385,7486,2.2,1707
HE,94754,259970,2.7,1707
Deutschland ,75424,213852,2.8,1707
Ausland,19330,46118,2.4,1707
MV,270808,1433161,5.3,1707
Deutschland ,250940,1372748,5.5,1707
Ausland,19868,60413,3.0,1707
NI,242593,957814,3.9,1707
Deutschland ,200518,840336,4.2,1707
Ausland,42075,117478,2.8,1707
NW,116102,333439,2.9,1707
Deutschland ,91356,264602,2.9,1707
Ausland,24746,68837,2.8,1707
RP,148050,468352,3.2,1707
Deutschland ,83163,241416,2.9,1707
Ausland,64887,226936,3.5,1707
SL,11326,33954,3.0,1707
Deutschland ,9819,30559,3.1,1707
Ausland,1507,3395,2.3,1707
SN,52064,168582,3.2,1707
Deutschland ,42603,142626,3.3,1707
Ausland,9461,25956,2.7,1707
ST,36133,91418,2.5,1707
Deutschland ,30922,81432,2.6,1707
Ausland,5211,9986,1.9,1707
Schleswig Holstein,231402,994965,4.3,1707
Deutschland ,199447,921942,4.6,1707
Ausland,31955,73023,2.3,1707
TH,44589,145585,3.3,1707
Deutschland ,39437,133037,3.4,1707
Ausland,5152,12548,2.4,1707
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,1707
Deutschland ,1622225,6373936,3.9,1708
Ausland,415813,1252316,3.0,1708
BW,275969,1037914,3.8,1708
Deutschland ,183928,734781,4.0,1708
Ausland,92041,303133,3.3,1708
BY,432120,1447534,3.3,1708
Deutschland ,325872,1221826,3.7,1708
Ausland,106248,225708,2.1,1708
BE,6479,26087,4.0,1708
Deutschland ,3868,16373,4.2,1708
Ausland,2611,9714,3.7,1708
BR,82825,282691,3.4,1708
Deutschland ,73833,258864,3.5,1708
Ausland,8992,23827,2.6,1708
HB,5483,12217,2.2,1708
Deutschland ,3724,9299,2.5,1708
Ausland,1759,2918,1.7,1708
HH,12710,25870,2.0,1708
Deutschland ,10316,21091,2.0,1708
Ausland,2394,4779,2.0,1708
HE,91019,257629,2.8,1708
Deutschland ,72871,210153,2.9,1708
Ausland,18148,47476,2.6,1708
MV,251138,1299365,5.2,1708
Deutschland ,235400,1247281,5.3,1708
Ausland,15738,52084,3.3,1708
NI,228554,901126,3.9,1708
Deutschland ,196678,803353,4.1,1708
Ausland,31876,97773,3.1,1708
NW,118151,364101,3.1,1708
Deutschland ,91294,278239,3.0,1708
Ausland,26857,85862,3.2,1708
RP,168338,569674,3.4,1708
Deutschland ,94733,257385,2.7,1708
Ausland,73605,312289,4.2,1708
SL,9834,29839,3.0,1708
Deutschland ,7974,25078,3.1,1708
Ausland,1860,4761,2.6,1708
SN,45159,148056,3.3,1708
Deutschland ,37296,124628,3.3,1708
Ausland,7863,23428,3.0,1708
ST,32850,77907,2.4,1708
Deutschland ,29057,69534,2.4,1708
Ausland,3793,8373,2.2,1708
Schleswig Holstein,210521,922884,4.4,1708
Deutschland ,192200,883151,4.6,1708
Ausland,18321,39733,2.2,1708
TH,66888,223358,3.3,1708
Deutschland ,63181,212900,3.4,1708
Ausland,3707,10458,2.8,1708
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,1708
Deutschland ,791516,2465205,3.1,1709
Ausland,153950,378432,2.5,1709
BW,131220,389944,3.0,1709
Deutschland ,99824,314197,3.1,1709
Ausland,31396,75747,2.4,1709
BY,190518,552872,2.9,1709
Deutschland ,157688,487493,3.1,1709
Ausland,32830,65379,2.0,1709
BE,2983,11692,3.9,1709
Deutschland ,2235,8477,3.8,1709
Ausland,748,3215,4.3,1709
BR,30193,85607,2.8,1709
Deutschland ,27968,79963,2.9,1709
Ausland,2225,5644,2.5,1709
HB,3572,8925,2.5,1709
Deutschland ,2971,7904,2.7,1709
Ausland,601,1021,1.7,1709
HH,7405,13499,1.8,1709
Deutschland ,6616,11789,1.8,1709
Ausland,789,1710,2.2,1709
HE,47224,107157,2.3,1709
Deutschland ,39603,89524,2.3,1709
Ausland,7621,17633,2.3,1709
MV,93743,378649,4.0,1709
Deutschland ,88530,364213,4.1,1709
Ausland,5213,14436,2.8,1709
NI,115907,376871,3.3,1709
Deutschland ,104432,348325,3.3,1709
Ausland,11475,28546,2.5,1709
NW,65698,150111,2.3,1709
Deutschland ,54066,122488,2.3,1709
Ausland,11632,27623,2.4,1709
RP,109728,315189,2.9,1709
Deutschland ,73817,206412,2.8,1709
Ausland,35911,108777,3.0,1709
SL,4040,9918,2.5,1709
Deutschland ,3576,8822,2.5,1709
Ausland,464,1096,2.4,1709
SN,19821,59945,3.0,1709
Deutschland ,17400,53438,3.1,1709
Ausland,2421,6507,2.7,1709
ST,16834,38477,2.3,1709
Deutschland ,15047,35046,2.3,1709
Ausland,1787,3431,1.9,1709
Schleswig Holstein,93738,312733,3.3,1709
Deutschland ,86351,298522,3.5,1709
Ausland,7387,14211,1.9,1709
TH,12842,32048,2.5,1709
Deutschland ,11392,28592,2.5,1709
Ausland,1450,3456,2.4,1709
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,1709
Deutschland ,508571,1646019,3.2,1710
Ausland,66491,170896,2.6,1710
BW,84767,264970,3.1,1710
Deutschland ,66056,217965,3.3,1710
Ausland,18711,47005,2.5,1710
BY,112049,356605,3.2,1710
Deutschland ,102098,332713,3.3,1710
Ausland,9951,23892,2.4,1710
BE,1487,8450,5.7,1710
Deutschland ,,7080,,1710
Ausland,,1370,,1710
BR,15968,52331,3.3,1710
Deutschland ,15212,50382,3.3,1710
Ausland,756,1949,2.6,1710
HB,3699,9440,2.6,1710
Deutschland ,3305,8897,2.7,1710
Ausland,394,543,1.4,1710
HH,5636,9617,1.7,1710
Deutschland ,,8471,,1710
Ausland,,1146,,1710
HE,25461,60225,2.4,1710
Deutschland ,22981,55561,2.4,1710
Ausland,2480,4664,1.9,1710
MV,38268,174857,4.6,1710
Deutschland ,37270,172009,4.6,1710
Ausland,998,2848,2.9,1710
NI,78957,284794,3.6,1710
Deutschland ,74896,274334,3.7,1710
Ausland,4061,10460,2.6,1710
NW,46572,125899,2.7,1710
Deutschland ,39860,110670,2.8,1710
Ausland,6712,15229,2.3,1710
RP,81598,220008,2.7,1710
Deutschland ,64585,168802,2.6,1710
Ausland,17013,51206,3.0,1710
SL,1939,5469,2.8,1710
Deutschland ,1741,5049,2.9,1710
Ausland,198,420,2.1,1710
SN,9526,36106,3.8,1710
Deutschland ,9119,34836,3.8,1710
Ausland,407,1270,3.1,1710
ST,9573,24304,2.5,1710
Deutschland ,9171,23589,2.6,1710
Ausland,402,715,1.8,1710
Schleswig Holstein,51858,163455,3.2,1710
Deutschland ,48661,156560,3.2,1710
Ausland,3197,6895,2.2,1710
TH,7704,20385,2.6,1710
Deutschland ,7215,19101,2.6,1710
Ausland,489,1284,2.6,1710
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,1710
BRD,100468,309305,3.1,1711
Deutschland ,89055,279026,3.1,1711
Ausland,11413,30279,2.7,1711
BW,17424,58673,3.4,1711
Deutschland ,13951,49787,3.6,1711
Ausland,3473,8886,2.6,1711
BY,15852,64428,4.1,1711
Deutschland ,14581,61018,4.2,1711
Ausland,1271,3410,2.7,1711
BE,384,3407,8.9,1711
Deutschland ,307,2996,9.8,1711
Ausland,77,411,5.3,1711
BR,1722,5031,2.9,1711
Deutschland ,1605,4581,2.9,1711
Ausland,117,450,3.8,1711
HB,1499,4728,3.2,1711
Deutschland ,1317,4444,3.4,1711
Ausland,182,284,1.6,1711
HH,2878,3943,1.4,1711
Deutschland ,,,,1711
Ausland,,,,1711
HE,5328,12586,2.4,1711
Deutschland ,5043,12113,2.4,1711
Ausland,285,473,1.7,1711
MV,3218,11042,3.4,1711
Deutschland ,3142,10915,3.5,1711
Ausland,76,127,1.7,1711
NI,14937,46947,3.1,1711
Deutschland ,14065,43764,3.1,1711
Ausland,872,3183,3.7,1711
NW,15890,49091,3.1,1711
Deutschland ,13216,42200,3.2,1711
Ausland,2674,6891,2.6,1711
RP,9600,21547,2.2,1711
Deutschland ,8172,17936,2.2,1711
Ausland,1428,3611,2.5,1711
SL,235,662,2.8,1711
Deutschland ,,,,1711
Ausland,,,,1711
SN,1160,4476,3.9,1711
Deutschland ,1073,4043,3.8,1711
Ausland,87,433,5.0,1711
ST,1324,3085,2.3,1711
Deutschland ,1277,2972,2.3,1711
Ausland,47,113,2.4,1711
Schleswig Holstein,8113,17398,2.1,1711
Deutschland ,7433,15865,2.1,1711
Ausland,680,1533,2.3,1711
TH,904,2261,2.5,1711
Deutschland ,878,2182,2.5,1711
Ausland,26,79,3.0,1711
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,1711
Deutschland ,101550,320164,3.2,1712
Ausland,11253,28910,2.6,1712
BW,16014,55896,3.5,1712
Deutschland ,11968,46092,3.9,1712
Ausland,4046,9804,2.4,1712
BY,22609,94569,4.2,1712
Deutschland ,20825,89090,4.3,1712
Ausland,1784,5479,3.1,1712
BE,223,882,4.0,1712
Deutschland ,185,721,3.9,1712
Ausland,38,161,4.2,1712
BR,1597,3949,2.5,1712
Deutschland ,1472,3592,2.4,1712
Ausland,125,357,2.9,1712
HB,2114,5071,2.4,1712
Deutschland ,2042,4922,2.4,1712
Ausland,72,149,2.1,1712
HH,,,,1712
Deutschland ,,,,1712
Ausland,,,,1712
HE,4366,12176,2.8,1712
Deutschland ,4103,11727,2.9,1712
Ausland,263,449,1.7,1712
MV,6981,21586,3.1,1712
Deutschland ,6817,21248,3.1,1712
Ausland,164,338,2.1,1712
NI,16476,51289,3.1,1712
Deutschland ,16004,49366,3.1,1712
Ausland,472,1923,4.1,1712
NW,15901,40610,2.6,1712
Deutschland ,13370,34728,2.6,1712
Ausland,2531,5882,2.3,1712
RP,7214,16629,2.3,1712
Deutschland ,6302,14519,2.3,1712
Ausland,912,2110,2.3,1712
SL,,,,1712
Deutschland ,,,,1712
Ausland,,,,1712
SN,1472,5603,3.8,1712
Deutschland ,1427,5476,3.8,1712
Ausland,45,127,2.8,1712
ST,1686,4645,2.8,1712
Deutschland ,1630,4511,2.8,1712
Ausland,56,134,2.4,1712
Schleswig Holstein,12546,29136,2.3,1712
Deutschland ,11909,27487,2.3,1712
Ausland,637,1649,2.6,1712
TH,965,3456,3.6,1712
Deutschland ,944,3389,3.6,1712
Ausland,21,67,3.2,1712
1 Rechnerischer Wert: Übernachtungen/Ankünfte pro Person.,,,,1712
Deutschland ,67904,226878,3.3,1801
Ausland,6270,18070,2.9,1801
BW,13481,47776,3.5,1801
Deutschland ,11132,41491,3.7,1801
Ausland,2349,6285,2.7,1801
BY,17506,78218,4.5,1801
Deutschland ,16320,73906,4.5,1801
Ausland,1186,4312,3.6,1801
BE,149,643,4.3,1801
